country,state,name,lat,lng,timezone,altitude
BR,,São José do Rio Preto,-20.81972,-49.37944,America/Sao_Paulo,505
BR,,São José do Rio Pardo,-21.59556,-46.88861,America/Sao_Paulo,718
BR,,São José,-28.21344,-49.16383,America/Sao_Paulo,164
BR,,São Joaquim da Barra,-20.58139,-47.85472,America/Sao_Paulo,623
BR,,São Joaquim,-28.29389,-49.93167,America/Sao_Paulo,1353
BR,,São João Nepomuceno,-21.54,-43.01056,America/Sao_Paulo,378
BR,,São João de Meriti,-22.80389,-43.37222,America/Sao_Paulo,14
BR,,São João del Rei,-21.13556,-44.26167,America/Sao_Paulo,911
BR,,São João da Boa Vista,-21.96917,-46.79806,America/Sao_Paulo,774
BR,,São João da Barra,-21.64028,-41.05111,America/Sao_Paulo,7
BR,,São Jerônimo,-29.95917,-51.72222,America/Sao_Paulo,18
BR,,São Gotardo,-19.31111,-46.04889,America/Sao_Paulo,1063
BR,,São Gonçalo do Sapucaí,-21.89222,-45.59528,America/Sao_Paulo,866
BR,,São Gabriel,-30.33639,-54.32,America/Sao_Paulo,119
BR,,São Francisco do Sul,-26.24333,-48.63806,America/Sao_Paulo,16
BR,,São Francisco do Conde,-12.6275,-38.68,America/Bahia,21
BR,,São Francisco,-15.94861,-44.86444,America/Sao_Paulo,465
BR,,São Fidélis,-21.64611,-41.74694,America/Sao_Paulo,22
BR,,São Cristóvão,-11.01472,-37.20639,America/Maceio,38
BR,,São Carlos,-22.0175,-47.89083,America/Sao_Paulo,838
BR,,São Caetano do Sul,-23.62306,-46.55111,America/Sao_Paulo,770
BR,,São Borja,-28.66056,-56.00444,America/Sao_Paulo,98
BR,,São Bernardo do Campo,-23.69389,-46.565,America/Sao_Paulo,796
BR,,São Bento do Sul,-26.25028,-49.37861,America/Sao_Paulo,863
BR,,Santos Dumont,-21.45667,-43.5525,America/Sao_Paulo,844
BR,,Santos,-23.96083,-46.33361,America/Sao_Paulo,12
BR,,Santo Estêvão,-12.43028,-39.25139,America/Bahia,242
BR,,Santo Antônio do Monte,-20.08722,-45.29361,America/Sao_Paulo,938
BR,,Santo Antônio do Amparo,-20.94639,-44.91889,America/Sao_Paulo,1013
BR,,Santo Antônio de Posse,-22.60611,-46.91944,America/Sao_Paulo,669
BR,,Santo Antônio de Pádua,-21.53944,-42.18028,America/Sao_Paulo,91
BR,,Santo Antônio de Jesus,-12.96889,-39.26139,America/Bahia,214
BR,,Santo Antônio da Platina,-23.295,-50.07722,America/Sao_Paulo,504
BR,,Santo Ângelo,-28.29917,-54.26306,America/Sao_Paulo,295
BR,,Santo André,-23.66389,-46.53833,America/Sao_Paulo,801
BR,,Santo Anastácio,-21.83833,-51.61028,America/Sao_Paulo,395
BR,,Santo Amaro da Imperatriz,-27.68806,-48.77861,America/Sao_Paulo,29
BR,,Santo Amaro,-23.64542,-46.70394,America/Sao_Paulo,659
BR,,Santo Amaro,-12.54667,-38.71194,America/Bahia,11
BR,,Santiago,-29.19167,-54.86722,America/Sao_Paulo,426
BR,,Santa Vitória do Palmar,-33.51889,-53.36806,America/Sao_Paulo,22
BR,,Santa Rosa de Viterbo,-21.47278,-47.36306,America/Sao_Paulo,677
BR,,Santa Rosa,-27.87083,-54.48139,America/Sao_Paulo,284
BR,,Santa Rita do Sapucaí,-22.25222,-45.70333,America/Sao_Paulo,826
BR,,Santa Rita do Passa Quatro,-21.71028,-47.47806,America/Sao_Paulo,759
BR,,Santana do Paraíso,-19.36361,-42.56861,America/Sao_Paulo,566
BR,,Sant'Ana do Livramento,-30.89083,-55.53278,America/Sao_Paulo,213
BR,,Santana de Parnaíba,-23.44417,-46.91778,America/Sao_Paulo,711
BR,,Santana,-23.53333,-46.61667,America/Sao_Paulo,736
BR,,Santa Maria da Vitória,-13.38814,-44.19868,America/Bahia,464
BR,,Santa Maria,-29.68417,-53.80694,America/Sao_Paulo,146
BR,,Santa Luzia,-19.76972,-43.85139,America/Sao_Paulo,760
BR,,Santaluz,-11.25583,-39.37472,America/Bahia,361
BR,,Santa Isabel,-23.31556,-46.22139,America/Sao_Paulo,658
BR,,Santa Helena de Goiás,-17.81361,-50.59694,America/Sao_Paulo,566
BR,,Santa Gertrudes,-22.45667,-47.53028,America/Sao_Paulo,592
BR,,Santa Fé do Sul,-20.21111,-50.92583,America/Sao_Paulo,402
BR,,Santa Cruz do Sul,-29.7175,-52.42583,America/Sao_Paulo,69
BR,,Santa Cruz do Rio Pardo,-22.89889,-49.6325,America/Sao_Paulo,472
BR,,Santa Cruz das Palmeiras,-21.82694,-47.24861,America/Sao_Paulo,655
BR,,Santa Cruz Cabrália,-16.27806,-39.02472,America/Bahia,43
BR,,Santa Cecília,-26.96083,-50.42694,America/Sao_Paulo,1097
BR,,Santa Bárbara d'Oeste,-22.75361,-47.41361,America/Sao_Paulo,565
BR,,Salvador,-12.97563,-38.49096,America/Bahia,4
BR,,Salto de Pirapora,-23.64889,-47.57333,America/Sao_Paulo,639
BR,,Salto,-23.20083,-47.28694,America/Sao_Paulo,562
BR,,Salinas,-16.17028,-42.29028,America/Sao_Paulo,472
BR,,Sacramento,-19.86528,-47.44,America/Sao_Paulo,841
BR,,Ruy Barbosa,-12.28389,-40.49389,America/Bahia,344
BR,,Rubiataba,-15.16444,-49.80333,America/Sao_Paulo,638
BR,,Rosário do Sul,-30.25833,-54.91417,America/Sao_Paulo,123
BR,,Rondonópolis,-16.47083,-54.63556,America/Cuiaba,230
BR,,Rolante,-29.65056,-50.57583,America/Sao_Paulo,47
BR,,Rolândia,-23.30972,-51.36917,America/Sao_Paulo,736
BR,,Rio Verde de Mato Grosso,-18.91806,-54.84417,America/Campo_Grande,335
BR,,Rio Verde,-17.79806,-50.92806,America/Sao_Paulo,721
BR,,Rio Real,-11.48472,-37.93278,America/Bahia,170
BR,,Rio Pardo,-29.98972,-52.37806,America/Sao_Paulo,36
BR,,Rio Negro,-26.10583,-49.7975,America/Sao_Paulo,795
BR,,Rio Negrinho,-26.25444,-49.51833,America/Sao_Paulo,793
BR,,Rio Grande da Serra,-23.74417,-46.39833,America/Sao_Paulo,777
BR,,Rio Grande,-32.035,-52.09861,America/Sao_Paulo,7
BR,,Rio do Sul,-27.21417,-49.64306,America/Sao_Paulo,346
BR,,Rio de Janeiro,-22.90642,-43.18223,America/Sao_Paulo,12
BR,,Rio das Pedras,-22.84333,-47.60611,America/Sao_Paulo,625
BR,,Rio das Ostras,-22.52694,-41.945,America/Sao_Paulo,11
BR,,Rio Claro,-22.41139,-47.56139,America/Sao_Paulo,617
BR,,Rio Brilhante,-21.80194,-54.54639,America/Campo_Grande,319
BR,,Rio Branco do Sul,-25.19,-49.31417,America/Sao_Paulo,901
BR,,Rio Bonito,-22.70861,-42.60972,America/Sao_Paulo,67
BR,,Ribeirão Preto,-21.1775,-47.81028,America/Sao_Paulo,554
BR,,Ribeirão Pires,-23.71056,-46.41333,America/Sao_Paulo,760
BR,,Ribeirão das Neves,-19.76694,-44.08667,America/Sao_Paulo,804
BR,,Ribeirão da Ilha,-27.69934,-48.53219,America/Sao_Paulo,9
BR,,Ribeira do Pombal,-10.83444,-38.53583,America/Bahia,221
BR,,Riachão do Jacuípe,-11.80694,-39.38556,America/Bahia,217
BR,,Resplendor,-19.32556,-41.25528,America/Sao_Paulo,99
BR,,Resende,-22.46889,-44.44667,America/Sao_Paulo,408
BR,,Registro,-24.4875,-47.84361,America/Sao_Paulo,17
BR,,Regente Feijó,-22.22139,-51.30278,America/Sao_Paulo,511
BR,,Rancharia,-22.22917,-50.89306,America/Sao_Paulo,521
BR,,Quirinópolis,-18.44833,-50.45167,America/Sao_Paulo,531
BR,,Queimados,-22.71611,-43.55528,America/Sao_Paulo,37
BR,,Quatro Barras,-25.36556,-49.07694,America/Sao_Paulo,932
BR,,Quaraí,-30.3875,-56.45139,America/Sao_Paulo,115
BR,,Prudentópolis,-25.21306,-50.97778,America/Sao_Paulo,765
BR,,Propriá,-10.21111,-36.84028,America/Maceio,16
BR,,Promissão,-21.53667,-49.85806,America/Sao_Paulo,428
BR,,Presidente Venceslau,-21.87611,-51.84389,America/Sao_Paulo,428
BR,,Presidente Prudente,-22.12556,-51.38889,America/Sao_Paulo,462
BR,,Presidente Epitácio,-21.76333,-52.11556,America/Sao_Paulo,305
BR,,Prata,-19.30722,-48.92417,America/Sao_Paulo,642
BR,,Praia Grande,-24.00583,-46.40278,America/Sao_Paulo,11
BR,,Prado,-17.34111,-39.22083,America/Bahia,11
BR,,Pouso Alegre,-22.23,-45.93639,America/Sao_Paulo,838
BR,,Posse,-14.09306,-46.36944,America/Sao_Paulo,815
BR,,Porto União,-26.23806,-51.07833,America/Sao_Paulo,783
BR,,Porto Seguro,-16.44972,-39.06472,America/Bahia,4
BR,,Porto Ferreira,-21.85389,-47.47917,America/Sao_Paulo,564
BR,,Porto Feliz,-23.21472,-47.52389,America/Sao_Paulo,541
BR,,Porto Alegre,-30.03283,-51.23019,America/Sao_Paulo,46
BR,,Portão,-29.70167,-51.24194,America/Sao_Paulo,49
BR,,Porangatu,-13.44083,-49.14861,America/Sao_Paulo,407
BR,,Pontes e Lacerda,-15.22611,-59.33528,America/Cuiaba,247
BR,,Ponte Nova,-20.41639,-42.90861,America/Sao_Paulo,438
BR,,Ponta Porã,-22.53611,-55.72556,America/Campo_Grande,659
BR,,Pontal,-21.0225,-48.03722,America/Sao_Paulo,531
BR,,Ponta Grossa,-25.095,-50.16194,America/Sao_Paulo,954
BR,,Pompéu,-19.22444,-44.93528,America/Sao_Paulo,852
BR,,Pompéia,-22.10861,-50.17167,America/Sao_Paulo,601
BR,,Pomerode,-26.74056,-49.17694,America/Sao_Paulo,64
BR,,Poços de Caldas,-21.78778,-46.56139,America/Sao_Paulo,1222
BR,,Poconé,-16.25667,-56.62278,America/Cuiaba,150
BR,,Poções,-14.52972,-40.36528,America/Bahia,764
BR,,Poá,-23.52806,-46.34472,America/Sao_Paulo,764
BR,,Planaltina,-15.45278,-47.61417,America/Sao_Paulo,1038
BR,,Piúma,-20.83778,-40.72194,America/Sao_Paulo,2
BR,,Piuí,-20.46528,-45.95806,America/Sao_Paulo,791
BR,,Pitangui,-19.68278,-44.89028,America/Sao_Paulo,704
BR,,Pitangueiras,-21.00944,-48.22167,America/Sao_Paulo,509
BR,,Pitanga,-24.75722,-51.76139,America/Sao_Paulo,889
BR,,Piritiba,-11.73028,-40.55528,America/Bahia,542
BR,,Pires do Rio,-17.29972,-48.27944,America/Sao_Paulo,770
BR,,Piraquara,-25.44227,-49.06795,America/Sao_Paulo,910
BR,,Pirapozinho,-22.27528,-51.5,America/Sao_Paulo,491
BR,,Pirapora,-17.345,-44.94194,America/Sao_Paulo,502
BR,,Pirajuí,-21.99861,-49.45722,America/Sao_Paulo,499
BR,,Piraju,-23.19361,-49.38389,America/Sao_Paulo,561
BR,,Piraí do Sul,-24.52611,-49.94861,America/Sao_Paulo,1000
BR,,Piraí,-22.62917,-43.89806,America/Sao_Paulo,381
BR,,Pirassununga,-21.99611,-47.42583,America/Sao_Paulo,631
BR,,Piracicaba,-22.72528,-47.64917,America/Sao_Paulo,530
BR,,Piracanjuba,-17.30278,-49.01667,America/Sao_Paulo,737
BR,,Piracaia,-23.05389,-46.35806,America/Sao_Paulo,822
BR,,Pinheiros,-23.56729,-46.69232,America/Sao_Paulo,742
BR,,Pinheiral,-22.51278,-44.00056,America/Sao_Paulo,375
BR,,Pinhão,-25.69556,-51.65972,America/Sao_Paulo,1048
BR,,Espírito Santo do Pinhal,-22.11583,-46.68278,America/Sao_Paulo,849
BR,,Pindobaçu,-10.74167,-40.36083,America/Bahia,435
BR,,Pindamonhangaba,-22.92389,-45.46167,America/Sao_Paulo,562
BR,,Pilar do Sul,-23.81306,-47.71639,America/Sao_Paulo,697
BR,,Piedade,-23.71194,-47.42778,America/Sao_Paulo,795
BR,,Petrópolis,-22.505,-43.17861,America/Sao_Paulo,819
BR,,Perus,-23.40472,-46.75472,America/Sao_Paulo,773
BR,,Peruíbe,-24.32,-46.99833,America/Sao_Paulo,11
BR,,Pereira Barreto,-20.63833,-51.10917,America/Sao_Paulo,361
BR,,Perdões,-21.09083,-45.09139,America/Sao_Paulo,842
BR,,Penha,-26.76944,-48.64583,America/Sao_Paulo,24
BR,,Penedo,-10.29028,-36.58639,America/Maceio,12
BR,,Penápolis,-21.41972,-50.0775,America/Sao_Paulo,414
BR,,Pelotas,-31.76997,-52.34101,America/Sao_Paulo,15
BR,,Pedro Leopoldo,-19.61806,-44.04306,America/Sao_Paulo,714
BR,,Pedreira,-22.74194,-46.90139,America/Sao_Paulo,601
BR,,Pedra Azul,-16.00528,-41.29722,America/Sao_Paulo,678
BR,,Pederneiras,-22.35167,-48.775,America/Sao_Paulo,479
BR,,Paulínia,-22.76111,-47.15417,America/Sao_Paulo,588
BR,,Patrocínio,-18.94389,-46.9925,America/Sao_Paulo,965
BR,,Patos de Minas,-18.57889,-46.51806,America/Sao_Paulo,842
BR,,Pato Branco,-26.22861,-52.67056,America/Sao_Paulo,769
BR,,Paty do Alferes,-22.42861,-43.41861,America/Sao_Paulo,599
BR,,Posto da Mata,-17.88608,-39.85887,America/Bahia,78
BR,,Passos,-20.71889,-46.60972,America/Sao_Paulo,751
BR,,Passo Fundo,-28.26278,-52.40667,America/Sao_Paulo,689
BR,,Parobé,-29.62861,-50.83472,America/Sao_Paulo,55
BR,,Parelheiros,-23.8275,-46.72694,America/Sao_Paulo,778
BR,,Paraty,-23.21778,-44.71306,America/Sao_Paulo,8
BR,,Paranavaí,-23.07306,-52.46528,America/Sao_Paulo,456
BR,,Paranapanema,-23.3863,-48.72441,America/Sao_Paulo,610
BR,,Paranaíba,-19.67722,-51.19083,America/Campo_Grande,383
BR,,Paranaguá,-25.51626,-48.52537,America/Sao_Paulo,12
BR,,Paraíba do Sul,-22.15847,-43.29321,America/Sao_Paulo,323
BR,,Paraguaçu Paulista,-22.41278,-50.57583,America/Sao_Paulo,510
BR,,Paraguaçu,-21.54722,-45.7375,America/Sao_Paulo,825
BR,,Pará de Minas,-19.86028,-44.60833,America/Sao_Paulo,792
BR,,Paracatu,-17.22222,-46.87472,America/Sao_Paulo,693
BR,,Paracambi,-22.6083,-43.70948,America/Sao_Paulo,173
BR,,Panambi,-28.2925,-53.50167,America/Sao_Paulo,421
BR,,Palotina,-24.28389,-53.84,America/Sao_Paulo,339
BR,,Palmital,-22.78889,-50.2175,America/Sao_Paulo,510
BR,,Palmeira das Missões,-27.89944,-53.31361,America/Sao_Paulo,623
BR,,Palmeira,-25.42944,-50.00639,America/Sao_Paulo,913
BR,,Palmas,-26.48417,-51.99056,America/Sao_Paulo,1075
BR,,Palhoça,-27.64528,-48.66778,America/Sao_Paulo,5
BR,,Paiçandu,-23.4575,-52.04861,America/Sao_Paulo,486
BR,,Padre Bernardo,-15.16538,-48.28416,America/Sao_Paulo,762
BR,,Ouro Preto,-20.39484,-43.50517,America/Sao_Paulo,1201
BR,,Ouro Branco,-20.52334,-43.69486,America/Sao_Paulo,1039
BR,,Ourinhos,-22.97889,-49.87056,America/Sao_Paulo,488
BR,,Osvaldo Cruz,-21.79667,-50.87861,America/Sao_Paulo,465
BR,,Osório,-29.88667,-50.26972,America/Sao_Paulo,18
BR,,Osasco,-23.5325,-46.79167,America/Sao_Paulo,750
BR,,Orleans,-28.35889,-49.29139,America/Sao_Paulo,131
BR,,Orlândia,-20.72028,-47.88667,America/Sao_Paulo,700
BR,,Oliveira,-20.69639,-44.82722,America/Sao_Paulo,985
BR,,Olímpia,-20.73722,-48.91472,America/Sao_Paulo,520
BR,,Novo Horizonte,-21.46806,-49.22083,America/Sao_Paulo,453
BR,,Novo Hamburgo,-29.67833,-51.13056,America/Sao_Paulo,56
BR,,Nova Viçosa,-17.89194,-39.37194,America/Bahia,8
BR,,Nova Venécia,-18.71056,-40.40056,America/Sao_Paulo,80
BR,,Nova Prata,-28.78389,-51.61,America/Sao_Paulo,658
BR,,Nova Petrópolis,-29.37639,-51.11444,America/Sao_Paulo,589
BR,,Nova Olímpia,-14.79722,-57.28806,America/Cuiaba,183
BR,,Nova Odessa,-22.7775,-47.29583,America/Sao_Paulo,569
BR,,Nova Lima,-19.98556,-43.84667,America/Sao_Paulo,744
BR,,Nova Iguaçu,-22.75917,-43.45111,America/Sao_Paulo,36
BR,,Nova Granada,-20.53389,-49.31417,America/Sao_Paulo,520
BR,,Nova Friburgo,-22.28194,-42.53111,America/Sao_Paulo,858
BR,,Nova Era,-19.75,-43.0375,America/Sao_Paulo,632
BR,,Nossa Senhora do Socorro,-10.855,-37.12611,America/Maceio,39
BR,,Freguesia do Ó,-23.49877,-46.69983,America/Sao_Paulo,769
BR,,Nossa Senhora da Glória,-10.21833,-37.42028,America/Maceio,297
BR,,Niterói,-22.88333,-43.10361,America/Sao_Paulo,44
BR,,Niquelândia,-14.47389,-48.45972,America/Sao_Paulo,580
BR,,Nilópolis,-22.8075,-43.41389,America/Sao_Paulo,27
BR,,Nerópolis,-16.40639,-49.21861,America/Sao_Paulo,822
BR,,Nepomuceno,-21.23342,-45.23488,America/Sao_Paulo,849
BR,,Nazaré,-13.035,-39.01444,America/Bahia,12
BR,,Naviraí,-23.065,-54.19056,America/Campo_Grande,366
BR,,Navegantes,-26.89889,-48.65417,America/Sao_Paulo,7
BR,,Nanuque,-17.83917,-40.35389,America/Sao_Paulo,108
BR,,Muzambinho,-21.37583,-46.52556,America/Sao_Paulo,1044
BR,,Muritiba,-12.91667,-39.25,America/Bahia,219
BR,,Muriaé,-21.13056,-42.36639,America/Sao_Paulo,212
BR,,Mucuri,-18.08639,-39.55083,America/Bahia,7
BR,,Morro do Chapéu,-11.54852,-41.15804,America/Bahia,1019
BR,,Morro Agudo,-20.73139,-48.05778,America/Sao_Paulo,554
BR,,Morrinhos,-17.73111,-49.09944,America/Sao_Paulo,751
BR,,Montes Claros,-16.735,-43.86167,America/Sao_Paulo,686
BR,,Monte Santo de Minas,-21.18972,-46.98028,America/Sao_Paulo,893
BR,,Montenegro,-29.68861,-51.46111,America/Sao_Paulo,21
BR,,Monte Mor,-22.94667,-47.31583,America/Sao_Paulo,561
BR,,Monte Carmelo,-18.72472,-47.49861,America/Sao_Paulo,871
BR,,Monte Azul Paulista,-20.90722,-48.64139,America/Sao_Paulo,615
BR,,Monte Aprazível,-20.7725,-49.71417,America/Sao_Paulo,480
BR,,Monte Alto,-21.26111,-48.49639,America/Sao_Paulo,723
BR,,Mongaguá,-24.09306,-46.62083,America/Sao_Paulo,8
BR,,Mogi Mirim,-22.43194,-46.95778,America/Sao_Paulo,631
BR,,Mogi Guaçu,-22.3677,-46.94552,America/Sao_Paulo,612
BR,,Mogi das Cruzes,-23.52278,-46.18833,America/Sao_Paulo,759
BR,,Mococa,-21.46778,-47.00472,America/Sao_Paulo,617
BR,,Mirandópolis,-21.13361,-51.10167,America/Sao_Paulo,438
BR,,Miracema,-21.41222,-42.19667,America/Sao_Paulo,142
BR,,Miracatu,-24.28139,-47.45972,America/Sao_Paulo,44
BR,,Mineiros,-17.56944,-52.55111,America/Sao_Paulo,766
BR,,Miguel Pereira,-22.45389,-43.46889,America/Sao_Paulo,615
BR,,Miguelópolis,-20.17944,-48.03194,America/Sao_Paulo,515
BR,,Mendes,-22.52667,-43.73278,America/Sao_Paulo,419
BR,,Medianeira,-25.29528,-54.09389,America/Sao_Paulo,417
BR,,Medeiros Neto,-17.37389,-40.22056,America/Bahia,150
BR,,Mauá,-23.66778,-46.46139,America/Sao_Paulo,773
BR,,Matozinhos,-19.55778,-44.08139,America/Sao_Paulo,814
BR,,Mateus Leme,-19.98639,-44.42778,America/Sao_Paulo,790
BR,,Matão,-21.60333,-48.36583,America/Sao_Paulo,574
BR,,Mata de São João,-12.53028,-38.29917,America/Bahia,35
BR,,Mascote,-15.56306,-39.3025,America/Bahia,56
BR,,Martinópolis,-22.14583,-51.17083,America/Sao_Paulo,501
BR,,Maringá,-23.42528,-51.93861,America/Sao_Paulo,556
BR,,Marília,-22.21389,-49.94583,America/Sao_Paulo,655
BR,,Maricá,-22.91944,-42.81861,America/Sao_Paulo,10
BR,,Mariana,-20.37778,-43.41611,America/Sao_Paulo,707
BR,,Marialva,-23.485,-51.79167,America/Sao_Paulo,664
BR,,Marechal Cândido Rondon,-24.55611,-54.05667,America/Sao_Paulo,425
BR,,Marau,-28.44917,-52.2,America/Sao_Paulo,553
BR,,Marataizes,-21.04333,-40.82444,America/Sao_Paulo,7
BR,,Maragogipe,-12.77778,-38.91944,America/Bahia,13
BR,,Maracás,-13.44111,-40.43083,America/Bahia,963
BR,,Maracaju,-21.61444,-55.16833,America/Campo_Grande,381
BR,,Manhumirim,-20.35778,-41.95806,America/Sao_Paulo,603
BR,,Manhuaçu,-20.25806,-42.03361,America/Sao_Paulo,641
BR,,Mangaratiba,-22.95972,-44.04056,America/Sao_Paulo,21
BR,,Mandaguari,-23.5475,-51.67083,America/Sao_Paulo,768
BR,,Mairiporã,-23.31861,-46.58667,America/Sao_Paulo,752
BR,,Mairinque,-23.54583,-47.18333,America/Sao_Paulo,850
BR,,Mafra,-26.11139,-49.80528,America/Sao_Paulo,806
BR,,Machado,-21.67472,-45.91972,America/Sao_Paulo,815
BR,,Macatuba,-22.50222,-48.71139,America/Sao_Paulo,532
BR,,Macaé,-22.38484,-41.78324,America/Sao_Paulo,8
BR,,Luziânia,-16.2525,-47.95028,America/Sao_Paulo,932
BR,,Lucas,-16.33333,-55.93333,America/Cuiaba,134
BR,,Louveira,-23.08639,-46.95056,America/Sao_Paulo,702
BR,,Lorena,-22.73083,-45.12472,America/Sao_Paulo,529
BR,,Londrina,-23.31028,-51.16278,America/Sao_Paulo,605
BR,,Loanda,-22.92306,-53.13722,America/Sao_Paulo,464
BR,,Livramento do Brumado,-13.65145,-41.84564,America/Bahia,465
BR,,Lins,-21.67861,-49.7425,America/Sao_Paulo,411
BR,,Linhares,-19.39111,-40.07222,America/Sao_Paulo,36
BR,,Limeira,-22.56472,-47.40167,America/Sao_Paulo,582
BR,,Liberdade,-23.56338,-46.63228,America/Sao_Paulo,761
BR,,Leopoldina,-21.53194,-42.64306,America/Sao_Paulo,250
BR,,Lençóis Paulista,-22.59861,-48.80028,America/Sao_Paulo,562
BR,,Leme,-22.18556,-47.39028,America/Sao_Paulo,630
BR,,Lavras,-21.24528,-44.99972,America/Sao_Paulo,924
BR,,Laranjeiras do Sul,-25.40778,-52.41611,America/Sao_Paulo,846
BR,,Laranjeiras,-10.80639,-37.17,America/Maceio,49
BR,,Laranjal Paulista,-23.04972,-47.83667,America/Sao_Paulo,542
BR,,Lapa,-23.52355,-46.70726,America/Sao_Paulo,630
BR,,Lapa,-25.76972,-49.71583,America/Sao_Paulo,929
BR,,Lajinha,-20.15139,-41.62278,America/Sao_Paulo,491
BR,,Lages,-27.81611,-50.32611,America/Sao_Paulo,917
BR,,Lajeado,-29.46694,-51.96139,America/Sao_Paulo,28
BR,,Laguna,-28.4825,-48.78083,America/Sao_Paulo,7
BR,,Lagoa Vermelha,-28.20861,-51.52583,America/Sao_Paulo,793
BR,,Lagoa Santa,-19.63006,-43.9009,America/Sao_Paulo,791
BR,,Lagoa da Prata,-20.0225,-45.54361,America/Sao_Paulo,662
BR,,Lagarto,-10.91722,-37.65,America/Maceio,138
BR,,Ladário,-19.00472,-57.60167,America/Campo_Grande,126
BR,,Jundiaí,-23.18639,-46.88417,America/Sao_Paulo,753
BR,,Júlio de Castilhos,-29.22694,-53.68167,America/Sao_Paulo,518
BR,,Juiz de Fora,-21.76417,-43.35028,America/Sao_Paulo,707
BR,,Juatuba,-19.95194,-44.34278,America/Sao_Paulo,720
BR,,José Bonifácio,-21.05278,-49.68833,America/Sao_Paulo,437
BR,,Joinville,-26.30444,-48.84556,America/Sao_Paulo,9
BR,,João Pinheiro,-17.7425,-46.1725,America/Sao_Paulo,775
BR,,João Monlevade,-19.81,-43.17361,America/Sao_Paulo,742
BR,,Joaçaba,-27.17806,-51.50472,America/Sao_Paulo,551
BR,,Jeremoabo,-10.075,-38.48083,America/Bahia,334
BR,,Jequitinhonha,-16.43389,-41.00333,America/Sao_Paulo,239
BR,,Jequié,-13.85875,-40.08512,America/Bahia,223
BR,,Jaú,-22.29639,-48.55778,America/Sao_Paulo,528
BR,,Jataí,-17.87939,-51.72166,America/Sao_Paulo,741
BR,,Jarinu,-23.10139,-46.72833,America/Sao_Paulo,793
BR,,Jardinópolis,-21.01778,-47.76389,America/Sao_Paulo,600
BR,,Jardim,-21.48028,-56.13806,America/Campo_Grande,256
BR,,Jaraguá do Sul,-26.48611,-49.06667,America/Sao_Paulo,27
BR,,Jaraguá,-23.44077,-46.73774,America/Sao_Paulo,830
BR,,Jaraguá,-15.75694,-49.33444,America/Sao_Paulo,655
BR,,Japeri,-22.64306,-43.65333,America/Sao_Paulo,32
BR,,Januária,-15.47949,-44.3652,America/Sao_Paulo,466
BR,,Jandira,-23.5275,-46.9025,America/Sao_Paulo,733
BR,,Jandaia do Sul,-23.60306,-51.64333,America/Sao_Paulo,814
BR,,Janaúba,-15.8025,-43.30889,America/Sao_Paulo,539
BR,,Jales,-20.26889,-50.54583,America/Sao_Paulo,507
BR,,Jaguariúna,-22.70556,-46.98583,America/Sao_Paulo,593
BR,,Jaguariaíva,-24.24423,-49.70932,America/Sao_Paulo,875
BR,,Jaguarari,-10.26389,-40.19583,America/Bahia,660
BR,,Jaguarão,-32.56611,-53.37583,America/Sao_Paulo,19
BR,,Jaguaquara,-13.53056,-39.97083,America/Bahia,675
BR,,Jacutinga,-22.28556,-46.61222,America/Sao_Paulo,842
BR,,Jacobina,-11.18143,-40.51372,America/Bahia,476
BR,,Jaciara,-15.96528,-54.96833,America/Cuiaba,362
BR,,Jacarezinho,-23.16056,-49.96944,America/Sao_Paulo,448
BR,,Jacareí,-23.30528,-45.96583,America/Sao_Paulo,574
BR,,Jaboticabal,-21.25472,-48.32222,America/Sao_Paulo,606
BR,,Ivoti,-29.59111,-51.16056,America/Sao_Paulo,125
BR,,Ituverava,-20.33944,-47.78056,America/Sao_Paulo,607
BR,,Iturama,-19.72806,-50.19556,America/Sao_Paulo,469
BR,,Itupeva,-23.15306,-47.05778,America/Sao_Paulo,676
BR,,Itumbiara,-18.41917,-49.21528,America/Sao_Paulo,450
BR,,Ituiutaba,-18.97428,-49.46212,America/Sao_Paulo,571
BR,,Ituberá,-13.73538,-39.14785,America/Bahia,7
BR,,Itu,-23.26417,-47.29917,America/Sao_Paulo,594
BR,,Itororó,-15.11694,-40.07028,America/Bahia,253
BR,,Itaúna,-20.07528,-44.57639,America/Sao_Paulo,848
BR,,Itatinga,-23.10167,-48.61583,America/Sao_Paulo,840
BR,,Itatiba,-23.00583,-46.83889,America/Sao_Paulo,782
BR,,Itararé,-24.1125,-49.33167,America/Sao_Paulo,751
BR,,Itaqui,-29.12528,-56.55306,America/Sao_Paulo,61
BR,,Itaquera,-23.53194,-46.44417,America/Sao_Paulo,802
BR,,Itaquaquecetuba,-23.48611,-46.34833,America/Sao_Paulo,748
BR,,Itapuranga,-15.56222,-49.94861,America/Sao_Paulo,652
BR,,Itápolis,-21.59556,-48.81278,America/Sao_Paulo,495
BR,,Itapira,-22.43611,-46.82167,America/Sao_Paulo,649
BR,,Itapevi,-23.54889,-46.93417,America/Sao_Paulo,772
BR,,Itapeva,-23.98222,-48.87556,America/Sao_Paulo,688
BR,,Itapetininga,-23.59167,-48.05306,America/Sao_Paulo,670
BR,,Itapetinga,-15.24889,-40.24778,America/Bahia,282
BR,,Itaperuna,-21.205,-41.88778,America/Sao_Paulo,123
BR,,Itaperuçu,-25.22,-49.34778,America/Sao_Paulo,978
BR,,Itapemirim,-21.01111,-40.83389,America/Sao_Paulo,9
